work_id,msd_id,artist_id,shs_id,clique_size,title
"%4221,",TRTGWOA128F92FE636,AR54HMH1187FB4958C,4221,2,Once In A Very Blue Moon
"%4221,",TRYPERF128F4284988,AR82GTS1187FB5662F,27396,2,Once In A Very Blue Moon
"%79509,",TRANTDY128F93389B2,ART9M7Z1187B9A03EF,79509,2,I Got Your Number
"%79509,",TRRQUQJ128F932A89E,AROBOIW11F4C84748F,79515,2,I Got Your Number
"%83467,",TRIJKPI12903D01ED0,AR4GAFY1187B9B639D,83468,2,Crying Won't Help You
"%83467,",TRTHAJB128F4277F93,ARFE3XF1187FB44D2D,83469,2,Crying Won't Help You
"%4642,21499,22230,",TRBTOVU128F14A52A0,ARA97CU1187FB364DA,105423,4,Bang Bang (LP Version)
"%4642,21499,22230,",TRZKCPM128F1492D06,AR0LEGQ1187FB3FD76,66259,4,Bang Bang
"%4642,21499,22230,",TRKFQDI128F429FBAA,ARA2QXP1187B9A3B78,21499,4,Bang Bang
"%4642,21499,22230,",TRFRPMT128F428231F,AR4VT3E1187FB570BB,4642,4,Bang Bang (My Baby Shot Me Down)
"%20120,",TRMINMX128F9311DBD,ARS8RCC1187FB42554,121526,6,In The Wee Small Hours Of The Morning
"%20120,",TRHYNDC128F429405A,ARO4NIA1187B9B8289,31731,6,In The Wee Small Hours Of The Morning
"%20120,",TRZWOOT128F428CC62,ARC1IHZ1187FB4E920,29593,6,In The Wee Small Hours Of The Morning
"%20120,",TROAMOM128F932B04D,ARRX4FO1187FB58DD6,138291,6,In The Wee Small Hours Of The Morning (Album Version)
"%20120,",TRJITVH128F426A7A5,ARFAN5B1187FB3A6BB,50848,6,In The Wee Small Hours Of The Morning
"%20120,",TRUWUNX128F42772C0,AR8XIN91187FB3A048,40174,6,IN THE WEE SMALL HOURS OF THE MORNING
"%28637,",TRZSYTZ128F4271B80,AR9U4HF1187FB50346,28637,2,Stoned Soul Picnic
"%28637,",TRQNIHG12903CD198A,ARI46PY1187FB47BDB,45485,2,Stoned Soul Picnic
"%20867,40875,",TRWNTBN128F42727D7,AR65K7A1187FB4DAA4,40875,2,That's How You Like It
"%20867,40875,",TRDPELC128F92CFE45,ARR4UCF1187B9A9A5C,20867,2,I Like It
"%74658,",TRSGROG128F426E75D,ARBTWBU1187B9973C4,74659,2,Just Like Anything
"%74658,",TRSYHIU128F92EC498,ARY020C1187FB55DB3,74658,2,Just Like Anything
"%30571,",TRXWKSA128F92F2A5F,ARULCX11187FB38B0A,127760,4,Keep On Runnin'
"%30571,",TREMQZP128F932A913,ARINXZA1187FB56902,137839,4,Keep On Running
"%30571,",TRXAHSP128F92D93D3,AR7BMMV1187FB5B2D7,82313,4,Keep On Running
"%30571,",TRNXIQJ128F42264E0,ARG0TXR1187FB4E708,30571,4,Keep On Running
"%15811,",TRYUSUF128F424EBCA,ARM4UV91187FB41F9F,137778,6,Just What I Needed
"%15811,",TRURMRL12903CD756B,ARLZLMN1187B9AD1CB,15811,6,Just What I Needed
"%15811,",TRLZVET128F9353AE4,ARP9CFB1187B98E5EE,137798,6,Just What I Needed
"%15811,",TRJWYJG128F14555D1,AREPD8D1187FB3F5BC,137858,6,Just What I Needed (LP Version)
"%15811,",TRUKNCU128F145C3ED,ARKDZJP1187B98DD0C,57361,6,Just What I Needed
"%15811,",TRCLOCS128EF34DACB,ARPVU0K1187B98D3D3,60338,6,Just What I Needed
"%80036,",TRGBIYK128F92F1D2D,ARMBTFC1187FB56343,83396,2,Kidnap The Sandy Claws
"%80036,",TRLZLHC128F9339985,AR7MDQ31187B9B5031,80043,2,Kidnap The Sandy Claws
"%215,",TRUOFKN128F4247D2B,ARZ3KE21187B9AC887,114628,3,S.O.S.
"%215,",TRQAPMG128F9348E69,ART50HO1187FB4D0ED,215,3,S.O.S.
"%215,",TRNAHHT128EF3456DB,ARK9LNI1187FB4D116,-1,3,S.O.S.
"%55313,",TRGFANL128E0794396,ARMI8BW1187FB57B2E,55313,2,I Want You
"%55313,",TRCNLDC128F426A328,AR2JDGQ1187B98DC04,97802,2,I Want You
"%4751,",TRNGHUW128F4259C4F,AR2DMY71187B9A4516,53794,4,I'll Never Fall In Love Again
"%4751,",TRTJBKG12903CF4B7A,ARQXAUH1187B9BA010,24743,4,I'll Never Fall In Love Again
"%4751,",TRCQYFA128F92F60D7,ARJUNZD1187B9A5DAE,56166,4,I'll Never Fall in Love Again
"%4751,",TRUFDAO128F92DCE08,ARZ8KO81187B9B1B7C,-1,4,I'll Never Fall In Love Again
"%10850,",TRHYTLX12903CB25C5,AR3TEGM1187B994796,108074,2,Moonglow
"%10850,",TRGWZBP128F426D8B5,AR7C8P41187B98C8E9,25137,2,Moonglow
"%83523,",TRLMRLS128F934411E,ARRT66G1187FB3DDF9,89677,2,Ain't Nobody's Business What We Do (LP Version)
"%83523,",TRVYJQE128F9318574,ARYSWSN1187FB569CC,97812,2,Ain'T Nobody's Business
"%37868,",TRVXDBT128F930F955,ARMJ6T21187FB3950E,150921,2,Best Of All Possible Worlds
"%37868,",TRCKLGU128F425CDF6,ARAFLZ01187B99D8DF,37867,2,Best Of All Possible Worlds
"%4730,54454,",TRLJCMW128F4265372,AR78R6M1187B9AFA8B,5711,9,Get Together
"%4730,54454,",TRJQXRV128F92F35DE,ARO0QD41187FB3AB0A,22795,9,Get Together
"%4730,54454,",TRSQYHQ128E078DADD,AREZU3J1187FB50CA0,44663,9,Get Together
"%4730,54454,",TRSYKBX128F427F0F1,ARY2W5X1187FB3CB7A,43684,9,Get Together
"%4730,54454,",TREPTSU128F4288A9F,ARUP0001187FB39B04,29241,9,Let's Get Together
"%4730,54454,",TRWGMNU128F4285330,ARBSRHV1187FB47B3D,5705,9,Get Together
"%4730,54454,",TRHWSMZ128F9312ABF,ARH3S5S1187FB4F76B,54454,9,Territorial Pissings
"%4730,54454,",TRNHXSA128F427D540,AR5ZGC11187FB417A3,5707,9,Get Together (Album Version)
"%4730,54454,",TRLZUOJ128E0793E1D,AR58JT11187B9AF4CC,4731,9,Get Together
"%74996,",TRVWFKE128C7196CB0,ARTBBJ51187FB498F5,74996,2,You Knows What To Do
"%74996,",TRZFWIJ128F4281BA0,AR46LG01187B98DB5D,74997,2,You Knows What To Do
"%30240,",TRTXISR128F4269EF3,AREFVTN1187FB40ACA,30241,3,Queen Of Hearts
"%30240,",TRYHVMZ128F147C759,ARV7VUX1187B9B8D1C,81623,3,Queen Of Hearts
"%30240,",TRWVCTN128F42821D2,ARAOAKL1187FB4F2FD,30240,3,Queen Of Hearts (LP Version)
"%25337,",TRBBLLA128F92D0C4B,ARVTJAP1187FB4AA75,25346,4,You Got What It Takes
"%25337,",TRBOTDZ128F93382B8,ARVTOO51187FB5CE96,25340,4,You Got What It Takes
"%25337,",TRTQNQW128F424BA48,ARS8QU51187FB4310A,25341,4,You Got What It Takes
"%25337,",TRGBKZN128C7196CB4,ARTBBJ51187FB498F5,25356,4,You Got What It Takes
"%15966,",TRXQHSU128F423DC24,AR5N8VN1187FB37A4E,43275,3,Swallow My Pride (Album)
"%15966,",TRSEKZM128F92E40E7,AREI6PI1187B9911AE,15982,3,Swallow My Pride
"%15966,",TRGEKEH128F423DC28,ARVAUTG1187B9ACFEE,-1,3,Swallow My Pride (Album)
"%4867,",TRSKWYR128F42344B9,ARD5QQA1187FB3CAF0,106974,6,More Than You Know  (LP Version)
"%4867,",TRRCXJU128F92C2D2E,ARGJ1ZL1187FB3FC38,4872,6,More Than You Know
"%4867,",TRVOYIY128F422D012,ARLPFWM1187FB4CCCB,87178,6,More Than You Know
"%4867,",TRYCRAP128F1459C03,AR4VT3E1187FB570BB,48458,6,More Than You Know
"%4867,",TRTSNYK128F92D028D,ARF6C551187FB40741,96693,6,More Than You Know
"%4867,",TRBVVHE12903CBDDD7,ARCX85Z1187FB558D5,96093,6,More Than You Know
"%8811,",TRWANYR128F93428DB,AR8MA9B1187FB59374,24070,3,You Angel You (Album Version)
"%8811,",TRFHAGT128F42650B3,ARSRSPK1187B995ECD,8812,3,You Angel You
"%8811,",TREXQWF128F426F93E,AR5FP401187FB523C9,8811,3,You Angel You
"%41946,",TRPXALB128F1471054,ARTIU041187FB4D00E,41947,2,When It's Sleepy Time Down South (2006 Digital Remaster)
"%41946,",TRLFWVO12903D045E9,ARIFGKC1187B9B04D5,101056,2,When It's Sleepy Time Down South
"%62199,",TRCUUMG128F4298705,ARXANMY1187B9AEFDA,62199,2,Bad Town
"%62199,",TRDDHWS128F9327002,ARX94AN1187FB4B54B,108303,2,Bad Town
"%57997,",TRYPHYU128F1493A02,ARTG06W1187B9A1FCA,57998,2,Ik Wil Je
"%57997,",TRJGEXV128F14A831D,ARBLU821187B98CC31,57997,2,Ik Wil Je
"%15829,",TRNVEPC128F427B020,AR2MSUY1187B9B4602,15829,2,Just To Be With You
"%15829,",TRMUFKZ12903CB5E28,ARHWVGW1187FB41479,15831,2,Just to Be With You
"%4148,",TRWLNSD128F145B02D,ARUAG4R1187FB53500,60325,3,Guilty (Live)
"%4148,",TRLRNJN128F93025F0,ARAT5YT1187B9AE90B,4149,3,Guilty
"%4148,",TRBVLAD128F932C174,ARJY2XG1187FB3D6E6,106187,3,Guilty
"%28767,",TRJZWEA128F9360FF8,ARMG0R21187FB3CB69,105043,2,Sinner's Prayer
"%28767,",TRKIBJN128F92FF4C7,ARGHPIE1187FB3CCDF,85405,2,Sinner's Prayer
"%41677,",TRRHOVN128F42B257A,ARKZXSQ1187B9AC9F3,41677,2,The Eternal
"%41677,",TRSMTSC128E0788E08,ARR76SY1187B9AD510,70567,2,The Eternal
"%22729,",TRURASY128F4241B12,ARA3VJJ1187FB3F5A6,69886,2,How Can I Be Sure
"%22729,",TRCYANL12903CAC4DF,AR4TPZ21187FB4C5CB,22730,2,How Can I Be Sure
"%3514,",TRKUPWT128F14992DC,ARPHB5T1187FB55E27,3514,3,Wild In The Streets
"%3514,",TRJVYVA128E07989F9,ARW1P5M1187B9908B0,59887,3,Wild In The Street
"%3514,",TRXDYRR12903CE3FC3,ARNFTGS1187B9A465F,65763,3,Wild in the Streets
"%88312,88309,",TRKVIXU128F9332CB3,AR7TTS41187B9B42D3,88312,3,Mellow Peaches
"%88312,88309,",TROWSHY128EF354163,ARF6CDC1187FB43D43,101661,3,Mellow Peaches
"%88312,88309,",TRFWULY128F424A17F,ARJ7NR71187FB437B7,88309,3,Peach Tree Blues
"%104864,",TRGVUJM12903CDA484,AR8H4EF1187FB4AD5E,104864,2,International (1996 Digital Remaster)
"%104864,",TRZJKUU128F92E39DE,AR2U6Z81187B9A7BA6,104866,2,International 
"%54975,",TRZECUW128F423481B,ARNNEAF1187FB5C737,139312,2,Teenagers From Mars (Album Version)
"%54975,",TRJMBDA128F933D582,AR4WX0Z1187B99FBB5,54979,2,Teenagers From Mars
"%30020,",TRRYQPN128F9325EE9,ARRU6BI1187FB5129D,56767,3,Too Busy Thinking About My Baby
"%30020,",TRHZBWE128F92FF5F5,ARVNNXD1187B9AE50D,30798,3,Too Busy Thinking About My Baby
"%30020,",TRQYLGU128F92F74F2,AR677KZ1187B9AEC78,34482,3,Too Busy Thinking About My Baby
"%51835,96571,",TRTDQCA128F4235B99,ARMNDIJ1187B9A09EA,51835,4,Waltz For Debby
"%51835,96571,",TRWBCGN128F4249E50,AR62MPO1187FB46421,128789,4,Waltz For Debbie
"%51835,96571,",TRXRNEB128F14989A7,ARC27CW1187FB3DD9B,128986,4,Waltz For Debby
"%51835,96571,",TRRPIJF128F1466332,ARXUG3L1187B9A8DBC,128836,4,Waltz For Debby
"%4066,",TRHIZUA128F4274780,AR6892W1187B9AC71B,87392,2,Inner City Blues
"%4066,",TRZGFSE128F14A2D21,AR0BV7E1187FB386C1,91386,2,Inner City Blues
"%3669,",TRSRSYG128EF342782,ARUQFUJ1187FB42AEC,3669,2,Werewolves Of London (2007 Remastered LP Version)
"%3669,",TRVAIPM128EF35A2C3,ARDK87R1187B98D51C,3670,2,Werewolves Of London (Album Version)
"%2768,",TRLUDSN128F42999FA,AR4SKVR1187FB3E1F4,9718,12,Eleanor Rigby
"%2768,",TRBVBQK128F429991D,ARKDRAY1187B98AFD5,12473,12,Eleanor Rigby (Live) (2004 Digital Remaster)
"%2768,",TRREXTV128F14A3A72,ARQXAUH1187B9BA010,9623,12,Eleanor Rigby
"%2768,",TRZDRQA128F423F8D0,AR590TC1187B99A32C,10733,12,Eleanor Rigby (Digitally Remastered)
"%2768,",TRCTHHR128E0787409,AR7BGWD1187FB59CCB,2769,12,Eleanor Rigby (LP Version)
"%2768,",TRMEPUC128F146E850,ARKEYYW1187FB563EF,23522,12,Eleanor Rigby
"%2768,",TRQWNDH12903CCD0C2,AR9HQ6Y1187FB3C2CB,10695,12,Eleanor Rigby
"%2768,",TRHAWEG12903CE0FB1,AR54QRH1187B98E87B,128925,12,Eleanor Rigby
"%2768,",TRONIVW128F931BBC7,ARN380K1187FB3791C,10550,12,Eleanor Rigby (Album Version)
"%2768,",TRLFORO12903CE3EF7,ARUH8GA1187B9B34D4,10749,12,Eleanor Rigby
"%2768,",TRFZUSU128F4280E12,AR1G3G71187B98FE83,26925,12,Eleanor Rigby (Instrumental)
"%2768,",TRSVFXI128F92F1349,AR7Y2NP1187FB5C0B8,24811,12,Eleanor Rigby
"%9782,",TROQNER128F92DC536,AR0WAW61187B98B7D7,19191,4,Rollin' & Tumblin'
"%9782,",TRHLWEM128E0798D50,ARZHSES1187FB58AAC,14811,4,Rollin' And Tumblin' (Live Album Version)
"%9782,",TRXBXJP12903CFF146,ARJ1K7W1187FB3C1EB,9783,4,Rollin' And Tumblin'
"%9782,",TRAQGFP128E078FAB6,AR2MSUY1187B9B4602,-1,4,Rollin' And Tumblin'
"%71078,",TRAKIVZ128F4288290,ARZSKZU1187FB4CE1E,71079,2,If I Was Your Girlfriend
"%71078,",TRVRGTS128F429C60F,ARZQ7QA1187B9AD08B,71078,2,If I Was Your Girlfriend (LP Version)
"%6731,",TRELFAC128F14994DD,AR6Y22I1187B9AF690,39225,3,(You Make Me Feel Like) A Natural Woman
"%6731,",TRGRLJT128F92E663F,ARFWL8S1187B9B4B44,26982,3,(You Make Me Feel Like) A Natural Woman
"%6731,",TRKSEYQ128F92F5E5D,ARLPOTR1187B9AD78D,11035,3,(You Make Me Feel Like) A Natural Woman
"%88912,",TRHYIGU128F14573C9,ARMDKIJ1187FB3BB7F,88915,2,Down With Love
"%88912,",TRBHXIZ128F9308417,ARLPFWM1187FB4CCCB,88914,2,Down With Love
"%29826,",TRJENQH128E078E00F,ARGT1EZ1187B9A3F7B,81026,2,Respectable
"%29826,",TRJVVZB128F428B158,ARTG85X1187B99D1F5,29826,2,Respectable
"%98375,",TRRFEGU128F9335471,AREUZEN1187FB48155,85738,2,Getting To Know You
"%98375,",TRJIAUW128F4253585,ARI5E6U1187B9B525A,45026,2,Getting To Know You (1993 Digital Remaster)
"%62665,",TRZDYMP128F1457F33,ARSEOQC1187B9BA087,123738,3,Ornithology
"%62665,",TRFSZLQ128E078D137,ARCO1G01187FB3D671,131504,3,Ornithology (LP Version)
"%62665,",TRHJPCB128F92E32F0,ARMS7SO1187B991B21,62667,3,Ornithology
"%1388,",TRWBBBQ128F931455E,ARI0EWU1187FB3F1C8,95811,5,My Boyfriend's Back (Originally By: The Angels)
"%1388,",TRWFPQS128F9331D4D,ARBWX4K1187B9B0BFE,33956,5,My Boyfriend's Back
"%1388,",TRXGJBN128F92D3FCB,ARC3EZO1187B9B9314,1388,5,My Boyfriend's Back
"%1388,",TRTHINK128F42600D1,ARK1VZ81187FB5867E,33958,5,My Boyfriend's Back
"%1388,",TRVJJDU128F148529D,ARNUFGE1187B9B7881,33957,5,My Boyfriend's Back
"%12992,",TRBTHTP128F1459C0C,ARMTQM21187B9AC26E,124516,5,I Can See Clearly Now
"%12992,",TRZGDDO128F14AB32F,AROISHY1187FB38884,51294,5,I Can See Clearly Now
"%12992,",TRHEOII12903CB23D6,AREZWC61187FB52DCF,12992,5,I Can See Clearly Now
"%12992,",TRFEBIA128F1458106,ARKLKPE1187FB521B3,-1,5,I Can See Clearly Now
"%12992,",TRJXJPV128F1482BC7,ARMA4H21187B9A5F4E,-1,5,I Can See Clearly Now
"%62124,",TRPLUOW12903CF9626,ARJ1K7W1187FB3C1EB,105749,2,Sneakin' Around
"%62124,",TRSOGVY128F92F7BB8,AR4GAFY1187B9B639D,86451,2,Sneakin' Around
"%94741,",TRQBDHJ12903D01AEF,ARRL7MQ1187B98DDB7,94784,2,Master Killer (originally by Merauder)
"%94741,",TRNODCL12903CF43EC,ARWPYK71187B9949E5,94741,2,Master Killer
"%18312,",TRISSOB128F932C896,AR2MSUY1187B9B4602,18312,3,Louisiana Blues
"%18312,",TRIYVYA128F9300515,AR4GUPS1187FB3E415,104602,3,Louisiana Blues
"%18312,",TROKGEJ128F92F40F5,ARSMRIN1187B9AB35A,31646,3,Louisiana Blues
"%77263,",TRRNUSI128F4269051,AR8B9NW1187B9ADA32,77263,2,2-4-6-8 Motorway
"%77263,",TRCESPC128F92D18E1,ARVTJAP1187FB4AA75,107059,2,2-4-6-8 Motorway
"%19083,",TRRLYID128F935DDE6,ARFDP401187B9A1043,19084,2,Ocean
"%19083,",TRCOPDI128F145A8B3,ARBFQ7L1187B9ACD48,19083,2,Ocean
"%111448,111446,111447,",TRNHFSW128F9327B33,ARCQ6JJ1187B995F2B,111771,3,C'Est Ma Vie (Júrame)
"%111448,111446,111447,",TRLDTTZ128F4297960,ARM6T8I1187FB36CC8,111769,3,Júrame
"%111448,111446,111447,",TRYNIVU128F427C059,ARCQ6JJ1187B995F2B,111770,3,Pensami (Jurame) (Think Of Me)
"%49595,",TRVBKEJ128F1461DD3,AR8L6W21187B9AD317,49595,2,When You Tell Me That You Love Me
"%49595,",TRWLLOG128F425A988,AR5YRCN1187B98E3C8,49597,2,When You Tell Me That You Love Me
"%9613,",TRPSTNK128E0786BCA,ARAW99S1187B9B6EBF,9614,2,There But For Fortune (LP Version)
"%9613,",TRESXVS128F9318C8F,AR60ODO1187FB4D9AB,9613,2,There But For Fortune
"%39959,",TRNLWXZ12903CE0687,AR8IS591187B9981AE,39962,5,Detour
"%39959,",TRJRUYG128F4267EC4,AR77GI01187FB4D21A,40020,5,Detour
"%39959,",TREFUHN128F932CFD8,ARIFGKC1187B9B04D5,40019,5,Detour
"%39959,",TRNTXHT128F1455E77,AR24XPH1187FB58AA5,39963,5,Detour
"%39959,",TRXFDHB128F92F9040,AR2DKN01187FB3AA39,39960,5,detour
"%108128,73402,",TRQYYYY128F92F31F1,ARDIKTV11F43A69FA4,73405,3,Pavane For A Dead Princess
"%108128,73402,",TRWVUOU128F932810C,ARIVERL1187B9B9B23,108178,3,The Lamp Is Low
"%108128,73402,",TRXLGIV12903CC0329,ARFOMBD1187FB4CD21,121964,3,The Lamp Is Low
"%33299,",TRHFBAJ128F92EEEEC,AR3ZQLW1187B992D15,106498,2,It's a Sin To Tell a Lie
"%33299,",TREUAMH12903CE4B79,ARR1CN21187FB36BD6,119556,2,It's a Sin To Tell a Lie
"%4626,",TRAZNPQ128F9325E16,ARODBRG1187FB3FD99,4628,2,Sleeping Annaleah (2009 Digital Remaster)
"%4626,",TRPLJTF128F429D126,ARMJAGH1187FB546F3,4627,2,Weeping Analeah
"%2275,",TREYPVD128F4257CB9,ARHXK5N1187B98F942,2287,2,Remember Tomorrow
"%2275,",TRDRBIX128F146F741,ARHTAPO1187FB5AADE,2275,2,Remember Tomorrow (1998 Digital Remaster)
"%53207,",TRIZFBD128F422B17D,AREMGDO1187FB5C4A2,75651,2,Anywhere I Lay My Head
"%53207,",TRSWUBO12903CEAD0E,ARGOGOZ1187B9AEAC6,81168,2,Anywhere I Lay My Head
"%18263,",TRKVAAC128F930C277,ARIZ6AI1187FB5197C,18272,2,Space truckin' (Deep Purple)
"%18263,",TRDNASL128F92F1213,ARXPE8V1187B99AEC9,18263,2,Space Truckin'
"%75181,",TRDFLZI128F92D158C,AR5DS4D1187FB47510,130394,2,Woman From Tokyo 
"%75181,",TRLBNDZ128F9324CB8,ARXPE8V1187B99AEC9,75181,2,Woman From Tokyo
"%43060,",TRFSRYI128F428F98B,ARVE27Q1187B9B740A,43061,2,Un-Break My Heart
"%43060,",TRDNJZH12903CBA5C0,ARAEX7Y1187FB42D36,43060,2,Un-Break My Heart
"%72301,",TRNZIFA128E0785508,AR06W2H1187FB5BA09,72302,2,Keep On Smilin' (LP Version)
"%72301,",TRQJOYY128F1462B94,ARTVY0Q1187B99F36A,72301,2,Keep On Smilin'
"%53810,",TRCMTFR12903CEB6A2,AR0RCMP1187FB3F427,59995,2,Here You Come Again
"%53810,",TROWCHA128F9328F6A,AR4Z9AW1187FB5B56F,69942,2,Here You Come Again
"%17395,",TRHTAXB128F425E97D,ARXIW6D1187FB595F9,121448,2,One Of Us
"%17395,",TRRJPIK128E07848C9,AREIZH41187B9A108D,17395,2,One Of Us
"%62352,",TRUIVOU128F425C105,AR423PZ1187FB384B2,59809,11,Up On The Roof
"%62352,",TRUGAFR128F4260A22,AR4NSYN1187FB59EEA,59770,11,Up On The Roof
"%62352,",TRPOVLG128F426BA13,ARLZM8F1187B99F4D8,30562,11,Up On The Roof
"%62352,",TRVUWCQ12903CCA159,AR6ZS6M1187FB57A03,12386,11,Up On the Roof
"%62352,",TRAMNUT128F14B07A9,ARRVGAX1187FB4D745,62352,11,Up On The Roof (LP Version)
"%62352,",TRMKLTR12903CDAECB,ARLPOTR1187B9AD78D,59774,11,Up On The Roof
"%62352,",TRVXGGA128F4266AA3,AR9U4HF1187FB50346,12390,11,Up On The Roof
"%62352,",TRAFFCX128E0783E62,ARITVH41187B9A5FE4,59754,11,Up On The Roof
"%62352,",TRGIHRS128F42628B1,ARSF0K11187B9AF319,-1,11,Up On The Roof
"%62352,",TRGIYEE128F930AE3C,ARVGBDX11F4C83B362,-1,11,Up On The Roof
"%62352,",TRKPYIG128F932E9DA,ARDRK4S1187B999CBC,-1,11,Up On The Roof
"%6264,115603,",TRBJDDQ128F92F291C,ARVU2XO1187B9893DB,51625,5,Could It Be Magic
"%6264,115603,",TREXLJT128F424DEE4,ARO7DTP1187B9A1D2B,67856,5,Could It Be Magic
"%6264,115603,",TRXDJIS12903CA6C53,ARVZDOM1187B9B49C9,6264,5,Could It Be Magic
"%6264,115603,",TRHUBLX128F4258E0F,ARYF4QJ1187FB42B55,139937,5,Puede Ser Genial (Could It Be Magic)
"%6264,115603,",TRIZHSW128F425A1EC,AR3MMZH1187B9B55D0,13492,5,Could It Be Magic
"%5633,",TRJGLJU128F14AC25B,AR0N7RH1187B9B7497,28682,4,I Wish You Would
"%5633,",TRKYJPR128F42821D9,AR5U94U1187FB5CDCF,23787,4,I Wish You Would (LP Version)
"%5633,",TRDLGMF128F92CA462,AREOGMA1187B9908EF,-1,4,I Wish You Would
"%5633,",TREZOKB128F932C814,AR49F631187B98BFA6,-1,4,I Wish You Would
"%88539,",TRQGRTP128F4292D23,AR26HRX1187FB3620F,144014,3,Marie (Album Version)
"%88539,",TRTMIDY128F92EC523,AR13BOC1187FB403B9,88541,3,Marie
"%88539,",TRCUMBE128EF34A4C0,AR0XFXQ1187B98C49F,95564,3,Marie
"%14389,",TRGKXSG128F428ABF0,AR8D4EJ1187FB425D9,17508,3,After Midnight
"%14389,",TRMMUIL128F1463720,ARLAUED1187B9ACEAF,14389,3,After Midnight
"%14389,",TRTAVUY128F145A647,AR93D4D1187FB3ACAD,10355,3,After Midnight
"%72316,",TRYTDAO128F1498547,AR6D5AS1187B98CD01,129052,2,Hackensack
"%72316,",TRTJWXX128F92DD272,AR9PLH11187FB58A87,72316,2,Hackensack
"%867,",TRDIACF12903CBCC49,AR6681Y1187FB39B02,868,8,Proud Mary
"%867,",TRSERMN128F9311482,ARDZQ5U1187B9ADEAE,867,8,Proud Mary
"%867,",TRPDTMW128F14904BB,AROE1RO1187FB3DD1D,134427,8,Proud Mary
"%867,",TREKPRX12903CC3D0B,ARSC6Q91187B9899DA,25292,8,Proud Mary
"%867,",TRSFDAV128F4289F75,ARULZ741187B9AD2EF,-1,8,Proud Mary
"%867,",TRXVIOH128F146EC44,ARSAIUN1187FB398D3,-1,8,Proud Mary
"%867,",TRTACRQ12903CE94D1,AR6001N1187B9A8632,-1,8,Proud Mary
"%867,",TRQFVSX128F9343A48,ARE0OI31187FB3DCA2,-1,8,Proud Mary
"%22782,",TRWXPKQ128F92F35D9,ARO0QD41187FB3AB0A,22791,3,Wake Up Everybody
"%22782,",TRQWBZB128F4276CAA,ARGQ8LV1187FB5CF08,22782,3,Wake Up Everybody
"%22782,",TRFJZHJ128F9344BE3,ARJQKY91187FB40E98,59550,3,Wake Up Everybody
"%4806,",TRZONRY128F428B5AE,ARFAN5B1187FB3A6BB,50843,10,My Romance
"%4806,",TRHBWKL128F92E802B,ARVV4GR1187B9AA383,116649,10,My Romance
"%4806,",TRPRQJM12903CE1EB4,ARQ95WI1187B99C6C5,50191,10,My Romance (LP Version)
"%4806,",TRVHEDG128F92FA931,ARNA0AZ1187B9AE478,106339,10,My Romance
"%4806,",TRMQACV128F4266356,ARUQNXV1187B98AE47,121174,10,My Romance
"%4806,",TRHEOOH128F9335491,AREUZEN1187FB48155,85743,10,My Romance
"%4806,",TRLSABK128F426EF2D,ARMZ4K51187B9A09C6,4807,10,My Romance (Album Version)
"%4806,",TRTWIMN12903CBB1CE,AR1QF001187B9B2B9F,146362,10,My Romance
"%4806,",TRWFVMN128F429CE9F,AR8S19H1187B99E915,104080,10,My Romance
"%4806,",TRPNVHM128F42644D6,ARKNTGG1187FB4578C,120051,10,My Romance
"%14019,",TREDXOR128F9338833,ARLFPL51187B99BCBE,36495,8,I Can't Help It (If I'm Still In Love With You)
"%14019,",TRTXZJJ128F92F0294,ARDBGHU1187FB52D08,14020,8,I Can't Help It (If I'm Still In Love With You)
"%14019,",TRUIMZU128E078985E,AR51USL1187FB44216,14019,8,I Can't Help It (If I'm Still In Love With You)
"%14019,",TRUKACA128F92FF714,ARQWO4L1187FB3EF0F,33000,8,I Can't Help It (if I'm Still in Love With You)
"%14019,",TRDNGDW128F932630C,ARKHVV11187B991571,34440,8,I Can't Help It (If I'm Still In Love With You)
"%14019,",TRPFUXK128F9328E62,ARGMAUB1187FB3ABAC,35340,8,I Can't Help It (If I'm Still In Love With You)
"%14019,",TRYXQXU128F423B998,ARKMSNH1187FB44DEB,114253,8,I Can't Help It (If I'm Still In Love With You)
"%14019,",TRSZBOA128F4213989,AR62BB21187B9AC83D,-1,8,I Cant Help It (If Im Still In Love With You)
"%115127,",TRWLYSB128F4267ABC,AR0SRVL1187B98A9C3,136259,2,I Believe In Music
"%115127,",TRWHCOQ128F427D5DE,ARTB5PP1187FB523B7,136261,2,I Believe In Music (LP Version)
"%112485,",TRIXOGB128F145D263,ARFJ7T21187B9B4A35,118010,2,Pride And Joy (1998 Digital Remaster)
"%112485,",TRDVAWK128E07943D3,ARVNNXD1187B9AE50D,118009,2,Pride And Joy
"%88753,",TRHMQFN128F934AB18,ARLO7621187FB387FB,88753,2,Hell Awaits
"%88753,",TRWEASH128F4259F7F,ARF0W6Z1187B9AC325,96200,2,Hell Awaits
"%2958,",TRUFOPA128F423156D,ARUUP4L1187B9B72EB,63899,4,My World Is Empty Without You (Live 2001)
"%2958,",TRONYZX128F932D47D,ARGY93Y1187FB4E518,46287,4,My World Is Empty Without You
"%2958,",TRCLJLD128F1461564,ARJMSZK1187FB4C963,27485,4,My World Is Empty Without You (2001 Digital Remaster)
"%2958,",TRWNDNW128F425FE7E,ARGMXEQ1187FB4A4E0,48759,4,My World Is Empty Without You
